show_id,poster_image,lifetime_box_office_collection,number_awards_won,imdb_rating,awards_summary,imdb_id,omdb_lookup_attempted
s1899,https://m.media-amazon.com/images/M/MV5BYjk3ZDdkZmMtMjQ0Yi00Nzc5LTk5NDUtMDIxMzcxNjA4MzhkXkEyXkFqcGc@._V1_SX300.jpg,,0,4.8,Not enriched,tt10914452,True
s1901,https://m.media-amazon.com/images/M/MV5BY2QwYzBkZGEtMzkzOC00NWRhLTkxMjgtNGU5OTc2YmNjMTFkXkEyXkFqcGc@._V1_SX300.jpg,,0,5.7,Not enriched,tt8976576,True
s2030,https://m.media-amazon.com/images/M/MV5BODk1ZmQ4ODItZjcwZi00MTUxLWE1YWMtMDY2NWJhNzJjMGEyXkEyXkFqcGc@._V1_SX300.jpg,,0,5.8,2 nominations.,tt11024272,True
s2035,https://m.media-amazon.com/images/M/MV5BMzIzNjQxNzUtZTJkMS00YTU3LWJjZTctNmQyNDZhZDc0ZjYzXkEyXkFqcGc@._V1_SX300.jpg,,0,5.3,Not enriched,tt11827806,True
s2037,https://m.media-amazon.com/images/M/MV5BZTI3ZTExYzktMDcwNC00MzUwLTg2NDQtYzBkYjAxMDAyNzVkXkEyXkFqcGc@._V1_SX300.jpg,,1,6.3,1 win & 1 nomination total,tt10620868,True
s2077,https://m.media-amazon.com/images/M/MV5BMjUwNTkzNTktMDkzYi00OGYxLThjZmUtMDFmOGRiYmQwMmE4XkEyXkFqcGdeQXVyMjUxMTY3ODM@._V1_SX300.jpg,,0,4.9,1 nomination,tt12917148,True
s2083,https://m.media-amazon.com/images/M/MV5BNjMzMmYwOGYtOTJhMy00Yjg3LWIwYTItMDlhMGMwYTE3YTM3XkEyXkFqcGc@._V1_SX300.jpg,,0,4.7,1 nomination,tt11060730,True
s2092,https://m.media-amazon.com/images/M/MV5BYTRkOGU2NGUtZjRjOS00YjU5LThkZTMtNjNmNDZjNmNiMmVkXkEyXkFqcGc@._V1_SX300.jpg,,0,5.3,2 nominations total,tt11242242,True
s2096,https://m.media-amazon.com/images/M/MV5BYTAzNzZhZjctOTE5Zi00YThmLTg0YjctZjk2N2Q3NjFjZWU5XkEyXkFqcGc@._V1_SX300.jpg,,0,6.7,Not enriched,tt12987838,True
s2105,https://m.media-amazon.com/images/M/MV5BOTIxMWFmYmMtZGE5OS00MjMxLTg3MGQtOGM5Y2I0MTFkZWY3XkEyXkFqcGc@._V1_SX300.jpg,,0,2.8,Not enriched,tt12536776,True
s2108,https://m.media-amazon.com/images/M/MV5BYzdhMWIxOTctYjI2Yi00MzZmLTg4MzAtY2M5MDRkMGE0MmUxXkEyXkFqcGc@._V1_SX300.jpg,,1,5.7,1 win & 1 nomination total,tt10888708,True
s2110,https://m.media-amazon.com/images/M/MV5BZTNiNmQ4NjktMDEyOS00NmRiLTk2YjQtMzJiNjA5MDc2ZTllXkEyXkFqcGc@._V1_SX300.jpg,,2,6.4,2 wins & 2 nominations,tt11733790,True
s2112,https://m.media-amazon.com/images/M/MV5BZWJmMWY1ODQtNzVkZS00Nzg2LWE4NzktZTg4OWMyNjljZTcyXkEyXkFqcGc@._V1_SX300.jpg,,3,6.7,3 wins & 13 nominations,tt10915060,True
s2115,https://m.media-amazon.com/images/M/MV5BMWRjNjQ1NjMtNzRjYS00YjA0LTliZGEtZGM1ZGExYzJiMGUxXkEyXkFqcGc@._V1_SX300.jpg,,0,5.4,Not enriched,tt12934616,True
s2118,https://m.media-amazon.com/images/M/MV5BNGNmODRiNjEtMjM1Yi00ODVhLTg1NjktNzA1MDk4ZDBiMjJmXkEyXkFqcGc@._V1_SX300.jpg,,0,6.2,6 nominations,tt10643918,True
s2129,https://m.media-amazon.com/images/M/MV5BNzc3M2I1Y2YtNjQ3NS00ZGE2LTkxYWYtMTNlMDViMThmNDYwXkEyXkFqcGc@._V1_SX300.jpg,,0,,Not enriched,tt15929232,True
s2130,https://m.media-amazon.com/images/M/MV5BYzllYzdlYTAtNzljNi00ZGVmLTg1NjQtYjg3MGM0MGJkYWI3XkEyXkFqcGc@._V1_SX300.jpg,,0,5.0,2 nominations,tt8675288,True
s2150,https://placehold.co/420x630/17172a/f5c96b?text=We%20Summon%20the%20Darkness,,0,,Not enriched,,True
s2151,https://placehold.co/420x630/17172a/f5c96b?text=Berlin%2C%20Berlin%3A%20Lolle%20on%20the%20Run,,0,,Not enriched,,True
s2160,https://m.media-amazon.com/images/M/MV5BNWQ5ZmFlZWEtYjU4My00NjgyLWFlZmUtZDZkMjEzMzFmNGI4XkEyXkFqcGc@._V1_SX300.jpg,,1,6.1,1 win total,tt10276470,True
s2168,https://m.media-amazon.com/images/M/MV5BMDkwYjViNjUtMmU1Yi00MWZmLTgxZDMtNDIyMDAzOTkzZDE1XkEyXkFqcGc@._V1_SX300.jpg,,0,4.9,1 nomination,tt11032990,True
s2343,https://m.media-amazon.com/images/M/MV5BNGMzNGE1YTEtNjg1NS00N2Q3LWJhOWItZDFmOWE2NjU4OGY3XkEyXkFqcGc@._V1_SX300.jpg,,11,6.6,11 wins & 14 nominations total,tt12393526,True
s2354,https://m.media-amazon.com/images/M/MV5BNWY3MWYxNTEtNWI4NC00M2M5LWE2ZjAtMjYyMDI4Y2Y4ZjdkXkEyXkFqcGc@._V1_SX300.jpg,,1,6.9,1 win & 1 nomination,tt8747450,True
s2402,https://m.media-amazon.com/images/M/MV5BMmMyZTE4MjUtMTQ1NS00NmIyLWE4OTYtYTE4YmM1YmEyNzFmXkEyXkFqcGc@._V1_SX300.jpg,,0,6.6,1 nomination,tt1910645,True
s2423,https://placehold.co/420x630/17172a/f5c96b?text=Queer%20Eye,,0,,Not enriched,,True
s2427,https://placehold.co/420x630/17172a/f5c96b?text=BAKI,,0,,Not enriched,,True
s2460,https://m.media-amazon.com/images/M/MV5BYzFiODc5Y2YtMDZlMS00ZTk4LWIzYTEtYzAyMjU2NmQ2MjQ0XkEyXkFqcGc@._V1_SX300.jpg,,0,6.7,Nominated for 4 Primetime Emmys. 7 nominations total,tt9612516,True
s2463,https://m.media-amazon.com/images/M/MV5BYzE2M2I0ZmYtYjMxYS00NzYzLWEzNmEtZjQ4ODhmMDNmN2MyXkEyXkFqcGc@._V1_SX300.jpg,,0,8.0,7 nominations total,tt11147852,True
s2473,https://m.media-amazon.com/images/M/MV5BYTZjZjJiNmItYWVlZC00ZDY5LWI3ZDMtMzU4N2UzODdlMzBkXkEyXkFqcGc@._V1_SX300.jpg,,0,5.5,2 nominations total,tt10651790,True
s2481,https://placehold.co/420x630/17172a/f5c96b?text=Trailer%20Park%20Boys%3A%20The%20Animated%20Series,,0,,Not enriched,,True
s2525,https://placehold.co/420x630/17172a/f5c96b?text=Magic%20for%20Humans,,0,,Not enriched,,True
s2552,https://placehold.co/420x630/17172a/f5c96b?text=Dead%20to%20Me,,0,,Not enriched,,True
s2558,https://placehold.co/420x630/17172a/f5c96b?text=Scissor%20Seven,,0,,Not enriched,,True
s2566,https://m.media-amazon.com/images/M/MV5BYWRlMTllMWQtYzFjZi00M2MzLWE2ZGItOTAxOGQ2MzMyN2Y5XkEyXkFqcGc@._V1_SX300.jpg,,0,6.9,4 nominations,tt12146940,True
s2589,https://placehold.co/420x630/17172a/f5c96b?text=Oh%20Yuck,,0,,Not enriched,,True
s2641,https://m.media-amazon.com/images/M/MV5BNjQzN2Q5MzAtMzdkMi00YjQxLTk0YTctNmZlNTVhYWJmNjdiXkEyXkFqcGdeQXVyMTUyMzIzNDgy._V1_SX300.jpg,,0,7.4,Not enriched,tt19403262,True
s2649,https://placehold.co/420x630/17172a/f5c96b?text=The%20House%20of%20Flowers,,0,,Not enriched,,True
s2652,https://m.media-amazon.com/images/M/MV5BZmI3MTc5YmEtOGI3My00YmJmLWJkZDEtNTlmMDNlNjRiNDQ4XkEyXkFqcGc@._V1_SX300.jpg,,0,4.0,Not enriched,tt12027008,True
s2816,https://m.media-amazon.com/images/M/MV5BM2M1MzZmYmMtYmFjMi00M2QwLWI0OWItZTVlODY2YzhmNTFiXkEyXkFqcGc@._V1_SX300.jpg,,2,3.7,2 wins & 3 nominations,tt9817760,True
s2820,https://m.media-amazon.com/images/M/MV5BNTUxOTY2MDgtZDFlOC00NTcyLWExMmUtN2JiNDQwNTIxYjY2XkEyXkFqcGc@._V1_SX300.jpg,,0,5.9,Not enriched,tt8116640,True
s2921,https://m.media-amazon.com/images/M/MV5BMmIxODc2ZGYtYzZhMS00ZTgwLWFkN2UtYjg3OTc3ODhkZjRkXkEyXkFqcGc@._V1_SX300.jpg,,0,6.2,Not enriched,tt15018224,True
s2958,https://m.media-amazon.com/images/M/MV5BOWFmZDQ5N2EtZDIzZC00NDRlLTkwNjktN2Q5NDQ2YjE5MDQyXkEyXkFqcGc@._V1_SX300.jpg,,10,7.5,10 wins & 9 nominations total,tt0110076,True
s3486,https://placehold.co/420x630/17172a/f5c96b?text=Sturgill%20Simpson%20Presents%20Sound%20%26%20Fury,,0,,Not enriched,,True
s3624,https://m.media-amazon.com/images/M/MV5BNzljM2U2OWItNjE1NS00ZDdmLTlhNDctNmVjZTJlMWFjYTg1XkEyXkFqcGc@._V1_SX300.jpg,,0,2.6,N/A,tt10662450,True
s4419,https://m.media-amazon.com/images/M/MV5BNDg5NTQ0NDU1Nl5BMl5BanBnXkFtZTgwMTExNzIyNjM@._V1_SX300.jpg,,9,6.7,9 wins & 8 nominations total,tt0069049,True
s4863,https://placehold.co/420x630/17172a/f5c96b?text=Saint%20Seiya%3A%20The%20Lost%20Canvas,,0,,Not enriched,,True
s5097,https://placehold.co/420x630/17172a/f5c96b?text=Fullmetal%20Alchemist%3A%20Brotherhood,,0,,Not enriched,,True
s6793,https://m.media-amazon.com/images/M/MV5BMTMyNzg2NzgxNV5BMl5BanBnXkFtZTcwMTcxNzczNA@@._V1_SX300.jpg,"$52,700,832",24,7.1,Nominated for 2 Oscars. 24 wins & 27 nominations total,tt0109831,True
s7736,https://m.media-amazon.com/images/M/MV5BYzEzZmMwMmMtNDgxYi00YTAwLWFkMjQtOGQzNmUxMGU1YWYwXkEyXkFqcGc@._V1_SX300.jpg,"$77,446,440",21,7.7,Won 2 Oscars. 21 wins & 23 nominations total,tt0107818,True
s7803,"https://m.media-amazon.com/images/M/MV5BYTViYTE3ZGQtNDBlMC00ZTAyLTkyODMtZGRiZDg0MjA2YThkXkEyXkFqcGc@._V1_QL75_UY562_CR3,0,380,562_.jpg","$107,928,762",69,8.8,Won 1 Oscar. 69 wins & 72 nominations total,tt0110912,True
s7958,https://placehold.co/420x630/17172a/f5c96b?text=Schindler%27s%20List,,0,,N/A,tt2709758,True
